"1",1
"2",2
"3",1
"4",1
"5",1
"6",3
"7",3
"8",3
"9",1
"10",1
"11",1
"12",3
"13",2
"14",1
"16",1
"17",1
"18",3
"20",1
"21",1
"22",1
"23",1
"24",3
"25",1
"26",1
"27",3
"28",3
"29",2
"30",1
"31",3
"32",2
"33",1
"34",1
"35",3
"36",3
"37",2
"38",2
"39",3
"40",2
"41",1
"42",1
"43",1
"44",1
"45",1
"46",3
"48",1
"49",1
"50",3
"51",1
"52",1
"54",1
"55",1
"56",1
"57",1
"58",2
"59",1
"60",3
"61",1
"62",2
"65",1
"66",1
"67",2
"68",3
"69",1
"70",1
"71",2
"72",1
"73",1
"74",2
"76",1
"78",2
