"1",1
"2",2
"3",1
"4",1
"5",3
"6",3
"7",3
"8",3
"9",3
"10",4
"11",1
"12",3
"13",2
"14",3
"16",3
"17",4
"18",3
"20",1
"21",1
"22",1
"23",1
"24",3
"25",3
"26",3
"27",3
"28",3
"29",1
"30",4
"31",3
"32",2
"33",3
"34",4
"35",3
"36",3
"37",2
"38",2
"39",3
"40",2
"41",1
"42",4
"43",3
"44",1
"45",4
"46",3
"48",4
"49",3
"50",3
"51",4
"52",1
"54",1
"55",4
"56",4
"57",1
"58",2
"59",3
"60",3
"61",1
"62",2
"65",1
"66",4
"67",2
"68",3
"69",1
"70",4
"71",2
"72",1
"73",1
"74",2
"76",4
"78",3
