"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70"
"1",1,0.0870917573872473,0.948356807511737,0.923556942277691,0.882445141065831,0.291338582677165,0.137254901960784,0.337704918032787,0.948194662480377,0.903374233128834,0.849230769230769,0.1890625,0.106084243369735,0.897035881435257,0.885885885885886,0.950636942675159,0.0555555555555556,0.921259842519685,0.963779527559055,0.892455858747994,0.919207317073171,0.046875,0.891640866873065,0.882075471698113,0.164086687306502,0.0357142857142857,0.109737248840804,0.905660377358491,0.399691358024691,0.0864197530864197,0.933434190620272,0.894573643410853,0.306603773584906,0.303543913713405,0.0911901081916538,0.0817610062893082,0.867601246105919,0.0860719874804382,0.993620414673046,0.9424,0.890127388535032,0.958139534883721,0.909233176838811,0.137614678899083,0.903174603174603,0.942635658914729,0.138147566718995,0.930599369085173,0.175384615384615,0.865625,0.900630914826498,0.914653784219002,0.993817619783617,0.103448275862069,0.8921875,0.885895404120444,0.992295839753467,0.0859872611464968,0.949206349206349,0.89060092449923,0.0992248062015504,0.873065015479876,0.989312977099237,0.905426356589147,0.0926216640502355,0.868624420401855,0.919083969465649,0.0829268292682927,0.90795631825273,0.130841121495327
"2",0.0870917573872473,1,0.0404354587869362,0.174726989079563,0.00309119010819165,0.720634920634921,0.923452768729642,0.608552631578947,0.046031746031746,0.00152671755725191,0.241860465116279,0.815165876777251,0.993710691823899,0.00471698113207547,0.00600600600600601,0.0381558028616852,0.975116640746501,0.166931637519873,0.0399361022364217,0.20097244732577,0.170992366412214,0.962323390894819,0.00617283950617284,0.00630914826498423,0.843797856049005,0.965785381026439,0.99375,0,0.49306625577812,1,0.060790273556231,0.00157232704402516,0.621069182389937,0.614551083591331,1,1,0.0171073094867807,1,0.0821256038647343,0.028436018957346,0.00470957613814757,0.0450310559006211,0.00156494522691706,0.888208269525268,0.00156494522691706,0.0500782472613459,0.883177570093458,0.0238095238095238,0.930555555555556,0.230650154798762,0.0015748031496063,0.00158730158730159,0.0868878357030016,1,0.0063391442155309,0.0063391442155309,0.0681114551083591,0.998432601880878,0.0363349131121643,0.0015527950310559,0.993808049535604,0.0220125786163522,0.0987654320987654,0.00160771704180064,0.998422712933754,0.222222222222222,0.18,0.998381877022654,0.00154083204930663,0.88646967340591
"3",0.948356807511737,0.0404354587869362,1,0.860896445131376,0.945736434108527,0.21259842519685,0.0776699029126214,0.319148936170213,0.898251192368839,0.954758190327613,0.801526717557252,0.141304347826087,0.0590979782270607,0.947286821705426,0.942249240121581,0.998412698412698,0.00467289719626168,0.86286594761171,1,0.831730769230769,0.8649468892261,0.00158227848101266,0.940458015267176,0.938679245283019,0.102803738317757,0,0.061128526645768,0.955696202531646,0.433697347893916,0.0431432973805855,0.887366818873668,0.94383775351014,0.316279069767442,0.312597200622084,0.0462962962962963,0.0408163265306122,0.921875,0.0485133020344288,0.938582677165354,0.988958990536278,0.944794952681388,1,0.955521472392638,0.071097372488408,0.954113924050633,0.894009216589862,0.0677165354330709,0.982594936708861,0.116207951070336,0.809448818897638,0.951486697965571,0.965023847376789,0.937898089171974,0.05103668261563,0.943820224719101,0.941269841269841,0.960244648318043,0.0482866043613707,0.996815286624204,0.946456692913386,0.062402496099844,0.9234375,0.928682170542636,0.952153110047847,0.047244094488189,0.821150855365474,0.854070660522273,0.0471544715447154,0.959375,0.0714285714285714
"4",0.923556942277691,0.174726989079563,0.860896445131376,1,0.783742331288344,0.261829652996845,0.247540983606557,0.258116883116883,0.860031104199067,0.804012345679012,0.939393939393939,0.148669796557121,0.207373271889401,0.791987673343606,0.788059701492537,0.855345911949686,0.138845553822153,0.981510015408321,0.868878357030016,0.980861244019139,0.984756097560976,0.116459627329193,0.785060975609756,0.787267080745342,0.24,0.11864406779661,0.211093990755008,0.816901408450704,0.307098765432099,0.180428134556575,0.851515151515152,0.800627943485086,0.230293663060278,0.220700152207002,0.184899845916795,0.174382716049383,0.765337423312883,0.174050632911392,0.917591125198098,0.852713178294574,0.799065420560748,0.874613003095975,0.812596006144393,0.207001522070015,0.800314465408805,0.859784283513097,0.227692307692308,0.845669291338583,0.285046728971963,0.964285714285714,0.8,0.813291139240506,0.923197492163009,0.204968944099379,0.786499215070644,0.783359497645212,0.904255319148936,0.185243328100471,0.859399684044234,0.789391575663027,0.209876543209877,0.777434312210201,0.946107784431138,0.796529968454259,0.201863354037267,0.962145110410095,0.980152671755725,0.176282051282051,0.803379416282642,0.230529595015576
"5",0.882445141065831,0.00309119010819165,0.945736434108527,0.783742331288344,1,0.293838862559242,0.0866013071895425,0.406099518459069,0.939393939393939,0.996932515337423,0.721966205837174,0.213270142180095,0.00155038759689922,0.998430141287284,0.998498498498498,0.942277691107644,0.0449612403100775,0.795631825273011,0.944,0.760975609756098,0.794520547945205,0.0565149136577708,0.998480243161094,0.998415213946117,0.163297045101089,0.0523076923076923,0.00154320987654321,0.996779388083736,0.516228748068006,0.0045662100456621,0.934947049924357,0.998456790123457,0.393468118195956,0.402457757296467,0.00309597523219814,0.0031496062992126,0.990683229813665,0.00314465408805031,0.8848,0.957613814756672,1,0.938176197836167,0.995363214837713,0.127692307692308,0.998439937597504,0.941538461538462,0.120689655172414,0.959375,0.0617283950617284,0.731366459627329,0.995297805642633,0.996820349761526,0.878315132605304,0.00471698113207547,0.998402555910543,0.998407643312102,0.902927580893683,0.0031104199066874,0.946456692913386,0.998442367601246,0.0015600624024961,0.987577639751553,0.866153846153846,0.996784565916399,0.0015600624024961,0.739130434782609,0.778115501519757,0.00158227848101266,0.995341614906832,0.133540372670807
"6",0.291338582677165,0.720634920634921,0.21259842519685,0.261829652996845,0.293838862559242,1,0.829187396351575,0.892384105960265,0.344497607655502,0.270735524256651,0.237129485179407,0.95024077046549,0.674603174603175,0.280125195618153,0.296803652968037,0.238924050632911,0.78391167192429,0.225239616613419,0.232484076433121,0.236334405144695,0.223950233281493,0.79080824088748,0.303738317757009,0.3008,0.910685805422648,0.77115987460815,0.696682464454976,0.26731078904992,0.824175824175824,0.706070287539936,0.373088685015291,0.290679304897314,0.927884615384615,0.92246835443038,0.677215189873418,0.7,0.327073552425665,0.698738170347003,0.302250803858521,0.242765273311897,0.300319488817891,0.237871674491393,0.286846275752773,0.862015503875969,0.269537480063796,0.354037267080745,0.872990353697749,0.241269841269841,0.792063492063492,0.233704292527822,0.280125195618153,0.262135922330097,0.280254777070064,0.696428571428571,0.304347826086957,0.313628899835796,0.278125,0.679748822605965,0.253565768621236,0.2912,0.673469387755102,0.34185303514377,0.263239875389408,0.280388978930308,0.680064308681672,0.231132075471698,0.226646248085758,0.684729064039409,0.27602523659306,0.856
"7",0.137254901960784,0.923452768729642,0.0776699029126214,0.247540983606557,0.0866013071895425,0.829187396351575,1,0.704663212435233,0.147107438016529,0.0700325732899023,0.287560581583199,0.891625615763547,0.899513776337115,0.0874587458745875,0.0919175911251981,0.0743243243243243,0.940705128205128,0.22495894909688,0.0714285714285714,0.254606365159129,0.232258064516129,0.930533117932149,0.0969305331179321,0.0874587458745875,0.964052287581699,0.933870967741935,0.90453074433657,0.0762852404643449,0.587662337662338,0.920454545454545,0.155905511811024,0.0872374798061389,0.720325203252033,0.712662337662338,0.904918032786885,0.911620294599018,0.115131578947368,0.906862745098039,0.137873754152824,0.0710743801652893,0.0909090909090909,0.0736497545008183,0.0836065573770492,0.975922953451043,0.0751633986928105,0.141252006420546,0.975530179445351,0.0790774299835255,0.964169381107492,0.27741935483871,0.0769230769230769,0.0614617940199336,0.141215106732348,0.909240924092409,0.0921052631578947,0.0921273031825796,0.125396825396825,0.900826446280992,0.0847176079734219,0.0897009966777409,0.899022801302932,0.118226600985222,0.155555555555556,0.0796019900497512,0.905691056910569,0.273927392739274,0.254807692307692,0.899830220713073,0.0781758957654723,0.977272727272727
"8",0.337704918032787,0.608552631578947,0.319148936170213,0.258116883116883,0.406099518459069,0.892384105960265,0.704663212435233,1,0.417348608837971,0.393203883495146,0.194577352472089,0.848932676518883,0.550413223140496,0.402640264026403,0.412420382165605,0.345575959933222,0.66394779771615,0.241830065359477,0.331114808652246,0.224315068493151,0.24232633279483,0.67109634551495,0.423701298701299,0.425496688741722,0.777597402597403,0.693944353518822,0.580327868852459,0.375626043405676,0.95,0.596434359805511,0.432389937106918,0.408196721311475,0.978441127694859,0.960848287112561,0.576736672051696,0.600328947368421,0.441935483870968,0.582781456953642,0.34453781512605,0.354304635761589,0.417637271214642,0.337748344370861,0.399345335515548,0.732484076433121,0.394088669950739,0.398058252427184,0.729200652528548,0.363787375415282,0.64390243902439,0.208196721311475,0.375609756097561,0.388333333333333,0.324590163934426,0.595081967213115,0.436363636363636,0.438655462184874,0.338187702265372,0.577741407528642,0.352941176470588,0.413398692810457,0.556650246305419,0.451400329489292,0.297253634894992,0.405990016638935,0.560530679933665,0.216039279869067,0.246753246753247,0.55917667238422,0.387622149837134,0.7223113964687
"9",0.948194662480377,0.046031746031746,0.898251192368839,0.860031104199067,0.939393939393939,0.344497607655502,0.147107438016529,0.417348608837971,1,0.944444444444444,0.795348837209302,0.24685534591195,0.046801872074883,0.946456692913386,0.940639269406393,0.899361022364217,0.0930599369085174,0.859177215189873,0.909379968203498,0.840650406504065,0.855799373040752,0.0946372239747634,0.946708463949843,0.943661971830986,0.222047244094488,0.0872274143302181,0.050314465408805,0.952,0.476923076923077,0.046801872074883,0.987692307692308,0.944620253164557,0.366352201257862,0.363919129082426,0.045958795562599,0.0453125,0.93015873015873,0.040625,0.950900163666121,0.9168,0.947619047619048,0.90282131661442,0.954545454545455,0.186335403726708,0.943127962085308,0.995348837209302,0.183544303797468,0.919937205651491,0.125588697017268,0.802839116719243,0.946708463949843,0.945723684210526,0.942675159235669,0.0598425196850394,0.946774193548387,0.944805194805195,0.94383775351014,0.0430622009569378,0.906940063091483,0.939297124600639,0.0416024653312789,0.930817610062893,0.928792569659443,0.950558213716108,0.045958795562599,0.804724409448819,0.848297213622291,0.0424143556280587,0.948275862068966,0.1765625
"10",0.903374233128834,0.00152671755725191,0.954758190327613,0.804012345679012,0.996932515337423,0.270735524256651,0.0700325732899023,0.393203883495146,0.944444444444444,1,0.737003058103975,0.190402476780186,0.0031104199066874,0.996937212863706,0.997014925373134,0.95583596214511,0.0310077519379845,0.816485225505443,0.95625,0.780063291139241,0.808219178082192,0.0446841294298921,0.996894409937888,0.996865203761755,0.151090342679128,0.0428134556574924,0.00153846153846154,0.998444790046656,0.506870229007634,0.00303951367781155,0.941529235382309,0.998439937597504,0.373626373626374,0.38828967642527,0.00306278713629403,0.00153609831029186,0.986003110419907,0.00311526479750779,0.9008,0.970031545741325,0.996870109546166,0.949921752738654,0.998456790123457,0.113636363636364,1,0.951145038167939,0.1109375,0.970219435736677,0.0538461538461538,0.747303543913713,0.998459167950693,1,0.889408099688474,0.0031201248049922,0.998425196850394,0.998427672955975,0.915279878971256,0.0031055900621118,0.958204334365325,1,0.00154320987654321,0.985981308411215,0.874617737003058,1,0,0.752721617418352,0.797564687975647,0.00158730158730159,1,0.114906832298137
