instance	a0_median	a0_mad	a0.1_median	a0.1_mad	a0.2_median	a0.2_mad	a0.3_median	a0.3_mad	a0.4_median	a0.4_mad	a0.5_median	a0.5_mad	a0.6_median	a0.6_mad	a0.7_median	a0.7_mad	a0.8_median	a0.8_mad	a0.9_median	a0.9_mad	a1_median	a1_mad
25	0.888013551256368	0.0333522912275024	0.890962524864657	0.0504786889268954	0.847276996770759	0.062413423862729	0.825815646374212	0.0765214359632828	0.820313113727998	0.0815196840584649	0.79572399002006	0.0939737287174954	0.78329075473813	0.0968114173050376	0.795647147970147	0.100745861025339	0.78195273021908	0.105677142680705	0.774823030093404	0.107609812170862	0.75382541385515	0.129014825684696
26	0.748140144645095	0.0356909878485877	0.800978803495292	0.0571738629566136	0.763943479466663	0.0671926102060324	0.748659293556034	0.0768677956022978	0.759222442712951	0.0794497619387568	0.726490906840865	0.0895075841371219	0.719156601287218	0.088813547688839	0.723088881425863	0.0868062958980898	0.71610746631352	0.0951700397222023	0.70764098878272	0.0942156025155958	0.692423771737682	0.102281050262961
27	0.772358891963245	0.0274331118350295	0.784540029433663	0.0518290514633549	0.74934930779838	0.0611599999151658	0.731260254586755	0.0658538581852229	0.753850154343171	0.072246605227981	0.723098206506878	0.0707897023937783	0.720690395687415	0.0806384893311285	0.749736816563761	0.0774345935625591	0.735938715463439	0.082107753392539	0.742440886422065	0.0820153300196383	0.709485227574811	0.0916666417531272
28	0.686918485201716	0.0623273035775274	0.777231423402501	0.0519789593808066	0.731040818635097	0.0527439330795077	0.705471460438696	0.0549579027236398	0.708491419808211	0.0578936335708813	0.66165222405109	0.0599376772537281	0.647654339896062	0.0642106423839901	0.662135058417612	0.0636636341773398	0.649081443856665	0.0622339666317696	0.638893207522372	0.0668589670868302	0.60768430169492	0.0734532363438351
29	1.03422810537085	0.0519324371437992	0.979816071157406	0.0676453025311375	0.976628199677506	0.0958883760198864	0.96930670273531	0.121900498978833	0.973307923928225	0.132761943988247	0.980186062936787	0.153978369431561	0.978933511020196	0.17277059615665	0.977814590003355	0.17050328718377	0.997835368493038	0.181474583033466	1.0022576818007	0.18781233064632	1.00656992296834	0.208536089972
30	0.873260193871718	0.0462434989299418	0.904805964601631	0.040495211729663	0.89666587200679	0.0596759207886994	0.895806181301195	0.0746971957076808	0.911911185646087	0.0868979479916501	0.906234144123036	0.101483358828055	0.90082922129911	0.106015345600963	0.930015059166006	0.115592543053829	0.933879253131136	0.114434852570989	0.93554505337592	0.115126382443037	0.927646042950502	0.132426585212776
31	0.470998954830531	0.0445893203729592	0.671848615261917	0.0800265013694858	0.652221482712401	0.0824967990018407	0.644276261043834	0.0883290314766301	0.66809539358381	0.0851749321549717	0.628114789235804	0.0901652070651447	0.621480517780709	0.0908662517945453	0.63248375816657	0.0967343394413293	0.632835564523963	0.103747414018996	0.627712118227355	0.109114318214288	0.594668312811236	0.108649388327637
32	1.51055706268318	0.106888710767215	1.55160049675532	0.195976445246869	1.69983013239837	0.249424902435626	1.76225801858969	0.283500100201192	1.73238226310716	0.279034938800833	1.8748302372943	0.306787599067834	1.93062146382188	0.325815605668366	1.83297890662837	0.316698643275644	1.87611794379669	0.346719249630789	1.91387978469735	0.320060228107757	2.09146566589684	0.375698189688019
33	0.895575966368671	0.0174556163864747	0.919129781038935	0.0329187160155427	0.883964062876062	0.0426325607559771	0.862312219585046	0.0558650708521633	0.85205533099981	0.0523250363496159	0.822656018273415	0.0611185100686628	0.812194589970278	0.0705164231087215	0.804791694265939	0.0698985694741365	0.797466340410769	0.0747206925314537	0.784570418274317	0.075824286373807	0.769557347304597	0.0840475012971553
34	0.77239263533135	0.036343514767838	0.790349472393619	0.0666032870557993	0.78490732225033	0.0833057444545687	0.798608802804398	0.104569473162065	0.837430836586071	0.118359733529143	0.846425115322386	0.136866480493576	0.870139288187929	0.156671680292992	0.884812764199141	0.146105256733285	0.90620607132301	0.163500401603148	0.924204648123293	0.176378543795772	0.916980847443805	0.203060958790556
35	0.612280445466536	0.0337298023674448	0.76938888453071	0.052327069233938	0.743925838148596	0.0501189186701832	0.72672682484407	0.0476741561868963	0.739159672886375	0.0513471714569035	0.709996103440218	0.0506578063229145	0.699161459438632	0.0546412706477803	0.719419673353618	0.0560387892891507	0.711042926801899	0.0555454711572851	0.70007579661105	0.0574899125501128	0.676029106847294	0.055302989276894
36	0.524556196284532	0.0416110631043752	0.761907230998662	0.0609744795811783	0.741151744798325	0.0643113005650462	0.736273413215882	0.0612919931476021	0.745548533825369	0.063638863759752	0.704166865767945	0.068768622808231	0.698497219163319	0.0689957537941676	0.712400927130963	0.0702374581106144	0.706193717745347	0.0780892143990019	0.690586532726813	0.0788690887254233	0.668119334677026	0.0856892652664691
37	1.11457622383925	0.160605734210082	0.952572566570925	0.0541532149207563	0.943120139234436	0.0706289609876622	0.949375292258106	0.081594928955849	0.974673212089227	0.0881613035023538	0.972271612569001	0.104584579395568	0.984124373737541	0.116925307652365	1.01375113183214	0.124975292682657	1.02458364808017	0.125873515920413	1.03256406257769	0.14913547690223	1.04771814827052	0.153143806290406
38	1.03114664377873	0.159212214810483	0.884946042985629	0.0945014503273124	0.8474420175338	0.113739151027177	0.848555990575624	0.126074463329523	0.846812020983391	0.137817742156089	0.829323249545673	0.161553024555665	0.819905788409466	0.155342326038213	0.856539592419644	0.17144011150349	0.853129633037689	0.168944664886402	0.865744490349738	0.17978639552881	0.827750117359643	0.192565494516858
39	0.731245466489487	0.0271626125004978	0.746515263506035	0.0624753156791146	0.706317843069182	0.0640696252631332	0.680622980211697	0.0720725060478612	0.689037796738349	0.0766373499227543	0.659356894136812	0.0709832809868241	0.643858867555985	0.0713929920247739	0.65920247152911	0.0768748383964571	0.65541403591128	0.0737751759421772	0.643214995769895	0.0784906486098621	0.60810191655368	0.0740106851472536
40	1.50336202187326	0.159835675683249	1.2571549593671	0.145569536219395	1.21270647929899	0.164026382360985	1.18216174521036	0.197446162723748	1.14723741738756	0.191940657195457	1.12486650740883	0.212697541496069	1.1210285172445	0.254244877389552	1.08412706860445	0.235539363036185	1.07705823343121	0.260787659051778	1.07535717514292	0.264310131339406	1.07593641160426	0.27733585804142
41	0.862603741108439	0.0365157590882168	1.05020599785784	0.0631637529957291	1.08814615159871	0.0945105608863987	1.12972396866513	0.115634319693599	1.13886223545003	0.113544715523597	1.16537694658947	0.142217359002169	1.18120508788323	0.151331332226896	1.17990576198481	0.144223384726274	1.21192356633603	0.163250705920416	1.21685345763318	0.17129649426535	1.22850889532251	0.210435713715833
42	1.2007591485646	0.0676400465092178	1.08358690423613	0.0734867156411125	1.07074862214454	0.0881677456780389	1.05755125802349	0.108777173542181	1.03400806018294	0.102558307389012	1.02690716596751	0.120958012746753	0.999211796261326	0.133124396670058	0.984711214676393	0.135209851417351	0.977073698562918	0.141598832143268	0.980118898816902	0.142121520736949	0.966819101410498	0.156589923185191
43	0.69772552490231	0.0366599609050347	0.704923370097553	0.0624734048534437	0.669265829206195	0.0697211063772562	0.645748772932274	0.0702304675013669	0.66365749659075	0.0756750709313778	0.628871770886617	0.0734520836322144	0.631534007221921	0.0805510265981101	0.644341189695598	0.0791087863643244	0.645000566194428	0.0821413456297949	0.640920603176458	0.0844605921992687	0.605152825861798	0.0812137437152573
44	1.27890452589673	0.0584833947635135	1.10943607167674	0.0723782944947713	1.07282233986562	0.0898760356936641	1.03913149471737	0.103947779504512	1.00068579649392	0.114411609150921	0.989141732348838	0.131397873596658	0.97321760753009	0.142139434836222	0.960028792775664	0.153207882427952	0.94747560287994	0.159716346188306	0.935444886180924	0.160706136712939	0.908514380420364	0.174738268319899
45	1.19622613942958	0.0755932967599517	1.00053652680146	0.0439573929275032	0.981280037757387	0.0480601430636782	0.976913834047326	0.0588000145497245	0.973288056396765	0.0573453263656281	0.967184693433149	0.0642851693603413	0.970831030323713	0.073217542107155	0.97328556513654	0.0700488103892105	0.966928829628788	0.0667182711566925	0.964867673255235	0.0720539571080326	0.974461288895685	0.0816377556712433
46	0.651630829949214	0.0461505659661494	0.734068559027592	0.0769162701821116	0.706068700951305	0.0823270572595251	0.686264934951867	0.0941366772076323	0.704635795213861	0.0952121361504846	0.675816912289945	0.0978173127513499	0.67376899488707	0.10499411021146	0.685802479643219	0.109033459902906	0.699574541103921	0.102939554819657	0.694945203339431	0.109208358857127	0.653559621523956	0.108383352895638
48	0.674699471273444	0.0539032341245532	0.678818907735709	0.0669355561450806	0.620513283330895	0.059301418828462	0.595668640509096	0.0644992315193429	0.611977608085443	0.067120625000395	0.569699427761621	0.0613126545752304	0.562359108542081	0.0626348179725559	0.575842349623576	0.0638549239248814	0.574783421134705	0.0621373567690252	0.569574612410345	0.0704513294971416	0.537399663118331	0.0670687272563624
49	1.04084720411811	0.0250653839551101	0.920071974010688	0.070516550978926	0.899007709357865	0.104749209590014	0.901467125277526	0.120361738303709	0.901573059985503	0.12786011817684	0.884636323151641	0.133851238855642	0.881022606203121	0.139600233385201	0.89207395848941	0.142711269294164	0.882954982023386	0.165898795632607	0.874364757660398	0.160795221380769	0.858310785990298	0.168318856388273
50	0.805680569652663	0.0410086274000015	0.801729668483842	0.0837708100504172	0.75863099317121	0.10748520430102	0.739063182292463	0.110137130804838	0.750699323850366	0.127844492467948	0.702515375843447	0.123751291101285	0.698139709595078	0.129537264210417	0.713812232350874	0.13612864262518	0.70672666294761	0.13740342562992	0.69898052211624	0.130681313923216	0.661432604825612	0.142683010061542
51	1.11597570409956	0.0739693126512428	1.01386145935436	0.062907199979308	0.997729108976576	0.078158036707691	0.980301841779491	0.0859339891076827	0.969901800740201	0.0935432360699727	0.955026430270242	0.106869852670229	0.93023621640236	0.112416587876765	0.944425336147707	0.1200211831125	0.920652829048359	0.125352209712619	0.913765422039644	0.12743560402606	0.901914582186845	0.141485427468145
52	1.25529254899448	0.0431300800057261	1.5847446910886	0.153345984310054	1.85477548995588	0.242146089014296	2.0576752266637	0.318317889892821	2.05773585741721	0.337052217541442	2.29980213959572	0.417196625752671	2.33173889727753	0.438516623667165	2.30539282512776	0.434636082427314	2.29269844899123	0.423684817560968	2.41331086246375	0.501454204256428	2.65427180151924	0.587773907794871
54	1.38411658019063	0.0428653504992306	1.60163495644092	0.151652589865932	1.78443679819045	0.217261513183275	1.91796015202296	0.275026068490518	1.8449263289679	0.256759363235785	2.0287440598009	0.321329411533948	2.07136887786402	0.346430578270372	1.97907851851019	0.337299996579969	1.99122503352264	0.322163927627129	2.01806425975461	0.345498647917919	2.17883179437026	0.412832931220131
55	1.20215793074971	0.0844680897952976	0.96222324806268	0.0856708061460078	0.928847860550314	0.115999903072488	0.901687304519214	0.125281185313577	0.895349044525245	0.123619338282222	0.880757879046865	0.134857309086188	0.860910243777635	0.135895430217467	0.864953063084466	0.135720252963595	0.854971133021623	0.137935739715727	0.84147843998961	0.147493396841878	0.844386549165782	0.162550276885488
56	0.90745819837117	0.0849162888553696	0.821216556590165	0.0545539398689478	0.76521269658242	0.0609957040302561	0.725939134730185	0.0673735557163989	0.724493740110987	0.0685607847667911	0.681065008413873	0.0703929038967541	0.66838000668297	0.0728931392840367	0.677219416009258	0.0698896258844088	0.668619699849088	0.0720329132160553	0.662995493256421	0.0753998568821601	0.629488805259062	0.0779853469055543
57	1.5754423351034	0.0915048098341228	1.39217919150959	0.181248755222344	1.34341557936358	0.214688663863662	1.32118502876626	0.232195640018798	1.26070703903296	0.245254265353561	1.28714799265974	0.283255993211919	1.23542384947133	0.285827446879429	1.20234741311931	0.28584222492459	1.20190330873592	0.297553547647778	1.15963915300306	0.292655887332608	1.16539482551818	0.355854386122531
58	0.949344473417257	0.0721221234951022	0.877563253233799	0.0402651095787881	0.855562336199978	0.046022468002745	0.844169338703622	0.0528198350568428	0.854494494043913	0.0545590268094001	0.831864054461357	0.0638245151617371	0.830314258403874	0.0638072043276352	0.839357847095008	0.0703818636074306	0.842176858739621	0.0730409888956367	0.844591711908625	0.0722094933969114	0.824553864338222	0.0801223160983012
59	0.800943888971374	0.039582168369208	0.766543770206222	0.0556138186642334	0.725363571009785	0.067274335906157	0.700876188020451	0.0699284086051823	0.70755486381653	0.0788836848477672	0.674290653320913	0.0796401690192991	0.655640261986726	0.0808790057431234	0.673576477177713	0.0830958334379006	0.663448819061759	0.0893428005910239	0.656535216122159	0.089947088609726	0.630898443168982	0.0955641779815516
60	0.502759698269396	0.043711757683364	0.698748419047688	0.0704157393657804	0.675220395245985	0.065712623216181	0.662271350904085	0.0705165901857258	0.678616585124818	0.0701695888495822	0.640029146930546	0.0724843865276857	0.634081191388445	0.0706410031173083	0.652874400251031	0.0743213384224763	0.644523913031061	0.0715144704980061	0.639202855850124	0.0719523193676068	0.61864685655012	0.0754915465427422
61	1.00770362832959	0.0394079479700861	0.985953882008715	0.0464714817080412	0.972845378715558	0.0603816652444026	0.953333202458134	0.079848225974738	0.94194849497683	0.0887726248640261	0.927365245774751	0.107111221767995	0.906485141280067	0.114778367363206	0.902870465546482	0.125642481455085	0.886890139626317	0.139376045055705	0.885173955898276	0.154715075941137	0.846959835570104	0.173901681436688
62	0.832933996761561	0.0806150744121549	0.983533222546891	0.0889082904950495	1.02116272296611	0.11947877093878	1.02376027877537	0.145665526863759	1.02405188895018	0.15942209847137	1.03268682181327	0.197974041666983	1.02759233028887	0.196080255783357	0.99264697981268	0.186777453491519	1.0015957149112	0.201193364679967	0.988040668820489	0.204814489943965	0.994387140613356	0.245491061907767
65	1.06582942791345	0.0513749341097866	1.10203770202411	0.0799936913379773	1.11116728153759	0.119140231563542	1.10045605425352	0.143261363655909	1.09069055148434	0.150591307600493	1.09187873526057	0.178274365970524	1.08248923465905	0.188964742802052	1.07683682314519	0.199005748986594	1.08137317792844	0.218893889621668	1.07576177508802	0.202067424468374	1.07473393789468	0.241074852746617
66	0.928397448198299	0.0552032275229055	0.882195238810251	0.0426772003476104	0.84788956233001	0.0512286591026453	0.821381710863249	0.0566822504583483	0.813734883494955	0.0609093486840592	0.778671739714869	0.0699684030442124	0.759209607952686	0.0719494711918355	0.761823946414144	0.0726598197603985	0.749979243293903	0.0750970563357453	0.740070961783484	0.080923997050977	0.714571546429825	0.0876406856123019
67	1.61753429292551	0.181157706675795	1.63376653186597	0.241863780129081	1.81428176292864	0.3101482216245	1.89153860811058	0.358787918196798	1.85209370732448	0.384790326443806	2.046620525807	0.478565149700102	2.12028983538096	0.52578914362922	1.99670359576952	0.495358623299504	2.02930611346874	0.538462449283793	2.08576270933023	0.543849502445058	2.31034433538685	0.664075653558355
68	0.720401848960354	0.0273708284714952	0.799485917816825	0.0478441966946214	0.773878556690558	0.0591834388859049	0.751229387821033	0.064098213264828	0.764415344173712	0.0662784032492346	0.730541874363266	0.0669896075118644	0.723003293242454	0.0739437121266007	0.72891597976736	0.0778502187030455	0.725091265407268	0.0779015166029197	0.719950649919205	0.0816464810415297	0.686420521687109	0.0787044470429486
69	1.32263277654765	0.0593496890253718	1.30610193995806	0.122819836166917	1.37492768349737	0.172606694036293	1.3987681728813	0.191783831359809	1.39088281964459	0.210570859261769	1.45895371619291	0.239171258109498	1.4823308569458	0.268925057398224	1.46243805715872	0.252310908472364	1.4706945183195	0.260168939790267	1.4880556160276	0.272161955893654	1.55052716200611	0.289869446737478
70	0.89095128482564	0.0549192427735808	0.832983353714292	0.0528435673067624	0.790521491387743	0.0593334514756217	0.763483999293183	0.0708071863578456	0.767097153103004	0.0690830281430292	0.735521026447956	0.0752507101461707	0.719273678003998	0.0736121354053398	0.72998388195053	0.0752360391278517	0.723135470033354	0.076670025101627	0.706586398056384	0.0848561323219171	0.69348757545451	0.0905328683407156
71	1.72200764768928	0.159964098088245	1.3850752345866	0.170687893368294	1.38526467893872	0.199552277491452	1.37455252145957	0.23861052181124	1.31587750234007	0.226611276158207	1.36157326176569	0.273948799678072	1.31522245300801	0.279552480195063	1.26940944090251	0.256012023224947	1.26800213767899	0.288082936797134	1.25717883051634	0.271929003262861	1.28989672862723	0.336162172446803
72	1.79158582325421	0.12965838172579	1.7386098854618	0.252174907143339	2.00915743314317	0.326576452962456	2.14660848281937	0.376116937694112	2.09365527473447	0.395597817252119	2.37614376668849	0.446876410934552	2.48842039515439	0.518066200833673	2.37806923386447	0.533746921942358	2.43272847225498	0.517441282058024	2.5171685220858	0.55449684604321	2.81951090977555	0.669532521465319
73	1.77956370282172	0.126143245623743	1.5160575576509	0.190281124865351	1.65968223855467	0.234433562639536	1.73662685098298	0.258001830776414	1.71378619854729	0.236362877178439	1.87533951600708	0.287825357447206	1.93160661728556	0.284815386547688	1.8202690325777	0.295492461786755	1.87083183139614	0.310092109921435	1.90663181864721	0.318542124514624	2.03351345628478	0.33050255999946
74	1.46131668614068	0.152597518417835	1.19996313893757	0.134941131274373	1.15096985607612	0.151966702265183	1.08778565537065	0.165891710018719	1.02149327595461	0.150015531771524	0.992255438370816	0.168926850335803	0.948952821318947	0.159220236732539	0.898461318211081	0.146791271948835	0.869737095629514	0.153088963501721	0.862207518816951	0.162227151741832	0.830741265985509	0.171926849952679
76	1.01254759954008	0.0689310186543784	0.833369862680957	0.0652895567743287	0.777638008214073	0.0807392632634612	0.742027680157217	0.0831427906650428	0.744606843702102	0.084928788366834	0.716435756765654	0.0837794200134751	0.701637081764416	0.08574102204272	0.70775742082226	0.0859729892451633	0.707333857521726	0.0836962043525776	0.692496727367794	0.0884354010949337	0.66861011800084	0.102152710482172
78	1.01537982823098	0.0372294221210033	1.04550912811895	0.0629091011700836	1.09284631615933	0.114179547382364	1.10831435949759	0.143932120538617	1.1100119618907	0.167439393511921	1.1223236111402	0.219920010018025	1.12319711563457	0.248256770081202	1.13031653516481	0.26393014254726	1.12220451741363	0.294039707175359	1.15090966732556	0.34489202049712	1.11934961111	0.408537140747717
