reactomeID	species	categoryID	categoryName	categoryNameAbbr
R-HSA-212300	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-5674404	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-6807070	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8849474	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8849472	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8849473	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8849470	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8849468	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8849471	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8849469	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8857538	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-171306	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-168303	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-6802955	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-432047	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-167290	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-167238	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-71336	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-6791465	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-156902	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-209952	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-2980736	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-375276	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-390918	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-9033241	Homo sapiens	R-HSA-9609507	Protein localization	Prot Loc
R-HSA-9005895	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-5576892	Homo sapiens	R-HSA-397014	Muscle contraction	Muscl contr
R-HSA-5576894	Homo sapiens	R-HSA-397014	Muscle contraction	Muscl contr
R-HSA-5576893	Homo sapiens	R-HSA-397014	Muscle contraction	Muscl contr
R-HSA-5576890	Homo sapiens	R-HSA-397014	Muscle contraction	Muscl contr
R-HSA-5576886	Homo sapiens	R-HSA-397014	Muscle contraction	Muscl contr
R-HSA-211945	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-156580	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-71182	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-2160456	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-8850843	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-2393930	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-5654219	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654221	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654227	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654228	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1483257	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-202427	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-176417	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-69200	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-170145	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-176412	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-5578768	Homo sapiens	R-HSA-397014	Muscle contraction	Muscl contr
R-HSA-5205685	Homo sapiens	R-HSA-8953897	Cellular responses to external stimuli	Cell Resp
R-HSA-8963898	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-174824	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-8964043	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-8963899	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-75896	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-75892	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-76009	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-76002	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-418360	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-114608	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-418346	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-432142	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-164525	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-156711	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-69091	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-174411	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-5250913	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-438064	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-389977	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-426496	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-163125	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-597592	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-8957275	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-622327	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-1296071	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-1296067	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-1912422	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1912420	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1912399	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1912408	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-389957	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-196108	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-112308	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-500657	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-622323	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-5693616	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-3215018	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-72203	Homo sapiens	R-HSA-8953854	Metabolism of RNA	Metab RNA
R-HSA-75067	Homo sapiens	R-HSA-8953854	Metabolism of RNA	Metab RNA
R-HSA-5693607	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-77595	Homo sapiens	R-HSA-8953854	Metabolism of RNA	Metab RNA
R-HSA-8949664	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-174414	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-69183	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-5357801	Homo sapiens	R-HSA-5357801	Programmed Cell Death	Prog Cell Death
R-HSA-964827	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-1170546	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-70688	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-169893	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-71032	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-392851	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-391908	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-391251	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-9609507	Homo sapiens	R-HSA-9609507	Protein localization	Prot Loc
R-HSA-8876725	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-5676934	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-8852135	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-6794362	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-433692	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-428559	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-427975	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-74259	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-73817	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-74217	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-500753	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-73621	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-73614	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-71737	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-70268	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-71406	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-5365859	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8876198	Homo sapiens	R-HSA-5653656	Vesicle-mediated transport	Ves-med Transp
R-HSA-8873719	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-5673000	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-112409	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5673001	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-6802953	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-8853659	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-195258	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5663220	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5668599	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5627117	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5666185	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5663213	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5625900	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5626467	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5625970	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5627123	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5625740	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5627083	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1810476	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-5213460	Homo sapiens	R-HSA-5357801	Programmed Cell Death	Prog Cell Death
R-HSA-3214858	Homo sapiens	R-HSA-4839726	Chromatin organization	Chr Org
R-HSA-77075	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-167160	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-73854	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-73772	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-73728	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-73864	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-73762	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-73863	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-167162	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-674695	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-73776	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-73857	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-75955	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-75953	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-76042	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-73779	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-73856	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-749476	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-73780	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-74158	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-76046	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-76061	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-76066	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-76071	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-73980	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-6807505	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-5340588	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-9010642	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-1368082	Homo sapiens	R-HSA-400253	Circadian Clock	Circ Cl
R-HSA-1222556	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-5659996	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-6791461	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-444257	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-8877330	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8939243	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8931987	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8935964	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8936459	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8939245	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8939256	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8939236	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8939242	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8939246	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8939247	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8941326	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8941284	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8941332	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8941333	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8940973	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8949275	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8952158	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8941855	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8941856	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8951911	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8951430	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8951671	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8951936	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-9007101	Homo sapiens	R-HSA-5653656	Vesicle-mediated transport	Ves-med Transp
R-HSA-392517	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-442982	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-975578	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-975574	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-8934903	Homo sapiens	R-HSA-8953897	Cellular responses to external stimuli	Cell Resp
R-HSA-388844	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-110330	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-110328	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-110314	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-5693565	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-380320	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-380270	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-159418	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-72731	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-437239	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-418359	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-8866376	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-5218859	Homo sapiens	R-HSA-5357801	Programmed Cell Death	Prog Cell Death
R-HSA-193692	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-3248023	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-3371378	Homo sapiens	R-HSA-5357801	Programmed Cell Death	Prog Cell Death
R-HSA-176408	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-169911	Homo sapiens	R-HSA-5357801	Programmed Cell Death	Prog Cell Death
R-HSA-977606	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-9617629	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-4641263	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-170822	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-3371453	Homo sapiens	R-HSA-8953897	Cellular responses to external stimuli	Cell Resp
R-HSA-912694	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-877312	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-381426	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-1433559	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-9022692	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-211728	Homo sapiens	R-HSA-5357801	Programmed Cell Death	Prog Cell Death
R-HSA-2565942	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-8943724	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8948747	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8943723	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8948751	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5658442	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8934593	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8939902	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-8941858	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-5686938	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-5357905	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5633007	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-6804758	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-6804759	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-6804760	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-6804756	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-6804757	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-6804754	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-6806003	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-2029482	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-211733	Homo sapiens	R-HSA-5357801	Programmed Cell Death	Prog Cell Death
R-HSA-186712	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-1655829	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-428542	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-8985801	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-446388	Homo sapiens	R-HSA-1500931	Cell-Cell communication	C-C Comm
R-HSA-9010553	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-191650	Homo sapiens	R-HSA-5653656	Vesicle-mediated transport	Ves-med Transp
R-HSA-1234158	Homo sapiens	R-HSA-8953897	Cellular responses to external stimuli	Cell Resp
R-HSA-210745	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-210747	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-210746	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-210744	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-9634600	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-3134975	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-422356	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-400206	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-9614399	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-450531	Homo sapiens	R-HSA-8953854	Metabolism of RNA	Metab RNA
R-HSA-453276	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-5675482	Homo sapiens	R-HSA-5357801	Programmed Cell Death	Prog Cell Death
R-HSA-350562	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-204174	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-912631	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-1433617	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-9627069	Homo sapiens	R-HSA-5357801	Programmed Cell Death	Prog Cell Death
R-HSA-350864	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-444821	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-168298	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-5362798	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-111457	Homo sapiens	R-HSA-5357801	Programmed Cell Death	Prog Cell Death
R-HSA-159782	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-69166	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-174437	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-4641265	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1474165	Homo sapiens	R-HSA-1474165	Reproduction	Reprod
R-HSA-110373	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-110381	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-73933	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-5693537	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-5693568	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-5693554	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-2500257	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-611105	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-163200	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-1222499	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-76005	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-5660526	Homo sapiens	R-HSA-8953897	Cellular responses to external stimuli	Cell Resp
R-HSA-2453864	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-975634	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-6809583	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-177504	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-6811440	Homo sapiens	R-HSA-5653656	Vesicle-mediated transport	Ves-med Transp
R-HSA-888593	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-165054	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-73943	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-162589	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-1475029	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-9037628	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-444411	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-194840	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-72702	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-428890	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-2730905	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-2029485	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-418890	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-69242	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-5358747	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-5358749	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-5358751	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-187577	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-174113	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-373756	Homo sapiens	R-HSA-1500931	Cell-Cell communication	C-C Comm
R-HSA-399955	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-5654688	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654699	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654704	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654719	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-2428933	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
