reactomeID	species	categoryID	categoryName	categoryNameAbbr
R-HSA-450321	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-5689877	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-450604	Homo sapiens	R-HSA-8953854	Metabolism of RNA	Metab RNA
R-HSA-2022854	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-2022857	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-1638074	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-6805567	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-74182	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-983189	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-156827	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-373760	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-8964038	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-8964041	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-5682910	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-3134973	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-5653890	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-69186	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-3000157	Homo sapiens	R-HSA-1474244	Extracellular matrix organization	ECM Org
R-HSA-162599	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-1222352	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-69109	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-166662	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-391906	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-9037629	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-5632681	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-2046105	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-8964572	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-8876384	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-446343	Homo sapiens	R-HSA-1500931	Cell-Cell communication	C-C Comm
R-HSA-9620244	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-2644607	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-3304349	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-3304347	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-3656534	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-3642278	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-9022534	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-9022538	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-9022537	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-380259	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-9005891	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-9022535	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-380284	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-71064	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-8853383	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-432720	Homo sapiens	R-HSA-5653656	Vesicle-mediated transport	Ves-med Transp
R-HSA-419408	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-68886	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-450294	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-5674135	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5684264	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-5683057	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-450282	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-112411	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5684996	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-110056	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5687128	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-2465910	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-9022699	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-9022707	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-9022927	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-9022702	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-6806942	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8851907	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8874081	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8865999	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8875555	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8851805	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8875791	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8875513	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8875878	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8875656	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5657655	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-2132295	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-2206302	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-2206296	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-2206307	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-2206282	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-2206291	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-2206305	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-2206290	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-2206308	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-2206280	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-2206285	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-2206292	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-5660489	Homo sapiens	R-HSA-8953897	Cellular responses to external stimuli	Cell Resp
R-HSA-1632852	Homo sapiens	R-HSA-8953897	Cellular responses to external stimuli	Cell Resp
R-HSA-6791226	Homo sapiens	R-HSA-8953854	Metabolism of RNA	Metab RNA
R-HSA-1500620	Homo sapiens	R-HSA-1474165,R-HSA-1640170	Reproduction,Cell Cycle	Reprod Cell Cycl
R-HSA-912446	Homo sapiens	R-HSA-1474165,R-HSA-1640170	Reproduction,Cell Cycle	Reprod Cell Cycl
R-HSA-1221632	Homo sapiens	R-HSA-1474165,R-HSA-1640170	Reproduction,Cell Cycle	Reprod Cell Cycl
R-HSA-5662702	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-199991	Homo sapiens	R-HSA-5653656	Vesicle-mediated transport	Ves-med Transp
R-HSA-174490	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-5579029	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-1430728	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-2022377	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-8953854	Homo sapiens	R-HSA-8953854	Metabolism of RNA	Metab RNA
R-HSA-71291	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-71387	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-8978934	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-6806667	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-196757	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-2408550	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-5263617	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-2408508	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-556833	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-202131	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-194441	Homo sapiens	R-HSA-8953854	Metabolism of RNA	Metab RNA
R-HSA-15869	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-351202	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-189445	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-392499	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-380612	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-196071	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-8957322	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-6806664	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-196854	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-196849	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-425410	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-6799990	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-5689901	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-5661231	Homo sapiens	R-HSA-8953897	Cellular responses to external stimuli	Cell Resp
R-HSA-1237112	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-156581	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-2408552	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-203927	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-190840	Homo sapiens	R-HSA-5653656	Vesicle-mediated transport	Ves-med Transp
R-HSA-193993	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-164516	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-211958	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-5223345	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-5358508	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-5358606	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-5358565	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-5339716	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-5339717	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-1369007	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-77289	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-166187	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-1592230	Homo sapiens	R-HSA-1852241	Organelle biogenesis and maintenance	Org Biog
R-HSA-8949215	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-1362409	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-1268020	Homo sapiens	R-HSA-9609507	Protein localization	Prot Loc
R-HSA-379726	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-163282	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-163316	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-5368287	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-5389840	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-5368286	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-5419276	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-5205647	Homo sapiens	R-HSA-8953897	Cellular responses to external stimuli	Cell Resp
R-HSA-68882	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-453279	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-453274	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-2555396	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-68881	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-68877	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-68875	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-69618	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-68884	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-2129379	Homo sapiens	R-HSA-1474244	Extracellular matrix organization	ECM Org
R-HSA-947581	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-1222449	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-2206281	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-427601	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-390648	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-397014	Homo sapiens	R-HSA-397014	Muscle contraction	Muscl contr
R-HSA-975871	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-5602498	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-5602680	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-975155	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-166166	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-166058	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-3785653	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-525793	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-975577	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-975576	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-964739	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-532668	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-205025	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-389542	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-375165	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-419037	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-9636003	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-168333	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-933543	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-209560	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-205017	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-167060	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-187024	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5676590	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-168638	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-203754	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-203641	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-2122947	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-2979096	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-2197563	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-9013507	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-9013508	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-9013700	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-9013695	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1368071	Homo sapiens	R-HSA-400253	Circadian Clock	Circ Cl
R-HSA-193648	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-205043	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-168276	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-9025046	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-9034013	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-9026357	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-9032759	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-9603505	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-442660	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-420597	Homo sapiens	R-HSA-1500931	Cell-Cell communication	C-C Comm
R-HSA-8951664	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-167590	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-182218	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-164944	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-164939	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-164940	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-164938	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-5250941	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-5674499	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654726	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654727	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654732	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654733	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5675221	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-6807004	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-9617324	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-9604323	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5368598	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-3772470	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8866904	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-199418	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-936440	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-373753	Homo sapiens	R-HSA-1500931	Cell-Cell communication	C-C Comm
R-HSA-418886	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-373752	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-6794361	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-8863678	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-447043	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-112316	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-194306	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-168799	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-112311	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-112314	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-112310	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-112313	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-6798695	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-197264	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-196807	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-392154	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-427413	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-9009391	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-3000171	Homo sapiens	R-HSA-1474244	Extracellular matrix organization	ECM Org
R-HSA-9017802	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5693571	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-975957	Homo sapiens	R-HSA-8953854	Metabolism of RNA	Metab RNA
R-HSA-975956	Homo sapiens	R-HSA-8953854	Metabolism of RNA	Metab RNA
R-HSA-927802	Homo sapiens	R-HSA-8953854	Metabolism of RNA	Metab RNA
R-HSA-181430	Homo sapiens	R-HSA-112316	Neuronal System	Neur Sys
R-HSA-350054	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-447038	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-2980766	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-2995410	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-198725	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-3301854	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-383280	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-180746	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-1251985	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-8956320	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-8956319	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-774815	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-5696398	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-8956321	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-168643	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-418038	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5173214	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-5173105	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-913709	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-1480926	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-8983711	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-381753	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-190704	Homo sapiens	R-HSA-5653656	Vesicle-mediated transport	Ves-med Transp
R-HSA-2559585	Homo sapiens	R-HSA-8953897	Cellular responses to external stimuli	Cell Resp
R-HSA-6802957	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-111885	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-419771	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-68949	Homo sapiens	R-HSA-1640170	Cell Cycle	Cell Cycl
R-HSA-389397	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1852241	Homo sapiens	R-HSA-1852241	Organelle biogenesis and maintenance	Org Biog
R-HSA-561048	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-428643	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-549127	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-549132	Homo sapiens	R-HSA-382551	Transport of small molecules	Transp Sm Mol
R-HSA-449836	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-416700	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-5689896	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-2559580	Homo sapiens	R-HSA-8953897	Cellular responses to external stimuli	Cell Resp
R-HSA-1234176	Homo sapiens	R-HSA-8953897	Cellular responses to external stimuli	Cell Resp
R-HSA-417957	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-141334	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-5651801	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-4086400	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-389948	Homo sapiens	R-HSA-168256	Immune System	Imm Sys
R-HSA-165160	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-210990	Homo sapiens	R-HSA-109582	Hemostasis	Hemost
R-HSA-381042	Homo sapiens	R-HSA-392499	Metabolism of proteins	Metab Prot
R-HSA-1483255	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-1483196	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-5654689	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654695	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654710	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-5654720	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-109704	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1963642	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1250342	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-2219528	Homo sapiens	R-HSA-1643685	Disease	Disease
R-HSA-198203	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-6811555	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-6811558	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1257604	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1660510	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-1660502	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-1660537	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-1660508	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-1660524	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-5601884	Homo sapiens	R-HSA-74160	Gene expression (Transcription)	Gene Expr
R-HSA-163615	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-164378	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-111931	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-163358	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-109703	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-3214841	Homo sapiens	R-HSA-4839726	Chromatin organization	Chr Org
R-HSA-112043	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-167021	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-1251932	Homo sapiens	R-HSA-162582	Signal Transduction	Sig Transd
R-HSA-110362	Homo sapiens	R-HSA-73894	DNA Repair	DNA Repair
R-HSA-2892247	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-2892245	Homo sapiens	R-HSA-1266738	Developmental Biology	Dev Biol
R-HSA-163767	Homo sapiens	R-HSA-1430728	Metabolism	Metab
R-HSA-1989781	Homo sapiens	R-HSA-1430728	Metabolism	Metab
