0.8075594	-2.629534	-5.318934	-5.307613	-0.3820486	-0.780709	-5.318934	-0.8082669	1.346825	-5.284971	1.907925	-1.739428	-3.206204	0.1847648	-2.401801	-0.6292243	8.309325	-3.122119	-4.951393	-1.326731	1.399377	0.9211397	-4.06437	-1.281862	-2.989421	-5.318934	1.045654	-2.803267	4.125163	5.979369	1.249081	0.4897682	-2.74466	3.502692	-0.4956698	0.09208002	-3.446261	-4.0162	-1.614341	-5.318934	-0.546506	-1.941221	-5.307613	0.1250745	-3.446261	-0.02294862	0.8248533	-5.307613	0.1760157	-3.853816	-1.905239	-5.262329	-1.647111	-3.233107	0.8344641	-0.2902601	-5.318934	9.470166	-3.485573	-5.284971	-0.6017672	-1.318081	-0.2985879	-1.9707	2.326795	4.73859	-2.775445	2.159996	-1.453979	2.09811
7.882398	7.553879	5.137293	5.964579	5.715847	9.151603	9.014178	5.506582	7.339874	8.583535	6.994407	7.210563	0.03702524	8.734237	7.862147	4.238874	5.655099	9.331608	6.960022	5.852816	8.055657	5.773597	7.787445	8.212542	8.992904	5.952767	5.447772	10.13576	8.387721	5.618485	6.274946	7.913663	8.972069	8.226429	4.091278	5.009978	10.23307	0.5480961	7.065685	0.9435013	6.527289	7.112352	6.770792	6.928969	5.592558	6.146693	5.060375	5.915114	7.934867	10.08945	7.9824	9.139705	7.858808	6.018248	6.74657	7.27667	7.544316	3.950972	4.853936	9.644448	4.040108	9.867655	8.139016	5.239308	5.365563	10.11119	8.488084	2.210002	9.808854	7.573565
0.7084335	2.317447	-0.6235586	2.157616	0.3930396	4.798134	5.220899	2.875125	2.041059	-0.1109353	0.009264564	5.42232	1.650242	2.263544	0.6163483	1.706957	3.342676	4.033608	2.198864	2.530341	0.5124651	5.377492	2.323846	1.927523	3.754254	4.811945	3.431341	0.6734272	3.287667	4.292596	2.501226	1.834569	4.600458	3.502692	3.540957	3.636261	4.692195	7.072995	2.436262	1.374956	0.6189062	0.9228861	2.918354	4.126882	-0.9650461	3.903208	1.707804	-0.1351578	0.7609907	5.521688	-0.2639635	-1.234945	3.059773	4.039974	3.197418	0.7488275	2.717486	1.115139	-0.2085723	-0.2641696	1.538052	4.278103	0.2834425	2.093999	2.043343	1.496035	-0.3899067	3.753334	1.061058	1.750574
7.708546	5.653557	6.22422	5.478453	8.053683	6.703679	3.901646	7.019267	6.889897	7.798701	3.55834	4.731533	4.211655	9.609623	6.993044	5.968513	7.099299	3.985893	7.392371	3.011017	3.475706	7.271129	7.956372	8.051708	6.652782	6.18317	5.133291	6.495827	7.573565	4.617465	5.321723	7.082185	6.737752	7.403937	6.321267	6.273408	8.240943	1.775112	2.965844	8.251172	6.052975	7.966965	5.893695	4.032219	6.650832	4.118714	3.50214	6.574431	3.277551	4.979307	8.469546	7.838241	4.332078	7.674896	8.792408	5.687429	5.928992	4.876981	5.29196	8.816195	3.174379	7.725648	5.975932	8.304632	4.877841	5.420896	3.363486	3.723538	9.848016	6.343949
2.473973	-2.2918	-4.163881	-2.214005	-5.318934	-5.318934	-2.437348	1.904739	2.445676	-5.284971	0.3953871	-1.464119	-5.318934	-2.803267	-3.929891	-1.030722	-1.576647	-0.5126208	-2.863683	-4.348697	-3.951741	5.676257	-5.318934	-4.09754	-0.413447	-1.130714	-2.40559	-5.307613	-5.318934	-4.894787	-3.533617	-4.543831	-5.318934	-5.318934	3.197114	2.427833	-2.984763	-5.318934	-4.804218	-0.908635	-5.318934	-4.338169	-0.7433527	-3.485573	-3.446261	-3.153192	-1.356054	-3.732286	1.816284	2.046912	-5.307613	-5.262329	1.737715	2.011242	-3.101252	-3.187948	3.64993	-0.9429394	-3.485573	-5.284971	-2.821448	-5.307613	0.790338	-5.307613	-4.004879	1.386123	-1.945992	0.3907555	-1.735506	-4.131504
-1.14873	-3.875665	-2.401801	-3.07602	-5.318934	-0.9409431	-5.318934	-2.332532	-4.611758	-5.284971	0.0567807	-2.989421	-3.685913	-5.318934	-5.318934	-4.589116	-2.240958	-5.307613	-0.6354568	1.707407	-2.865751	-2.274375	-2.949656	-2.235422	-5.307613	-1.987276	-1.289241	-5.307613	-5.318934	-2.247943	-4.376604	-4.543831	-2.74466	-3.875665	-5.262329	-2.014732	-3.446261	-2.487144	-3.902778	-3.853816	-5.318934	-3.634883	-0.04971023	-3.485573	-5.307613	-3.153192	-3.85908	-1.599076	0.1760157	-1.030722	-2.969097	-5.262329	-2.607953	-0.9661043	-5.307613	-5.262329	-4.048578	-4.092276	-3.485573	-5.284971	-3.248773	-5.307613	2.183508	-5.307613	-4.004879	-0.8324529	0.9654219	-4.611758	-5.27365	-5.318934
8.043675	3.264236	5.778753	4.530438	8.49395	7.207842	2.911421	7.213106	6.81573	6.303422	4.62351	6.629686	3.504714	8.374231	7.245625	6.366866	6.753423	4.513168	6.837976	5.420141	3.999927	3.641902	7.532746	8.783697	4.582984	5.921083	5.994309	4.255884	8.181281	3.544265	5.786264	5.945976	6.623437	6.854976	2.091181	1.158823	6.374048	1.087259	8.476199	7.661946	8.039893	6.096809	7.952996	5.244966	6.782915	5.237884	6.878872	6.562092	5.233344	4.922516	8.314541	6.31382	4.214389	5.051699	8.127726	7.500465	7.165233	-0.4148389	7.053311	7.693193	2.983812	8.842049	7.553879	6.391162	0.7462827	2.751866	3.103243	0.241705	8.036149	4.226588
-4.15256	1.031749	-5.318934	-5.307613	-3.265358	-3.592981	-1.914866	-1.51012	-1.120326	-3.285348	-2.065928	-1.356054	-2.337629	-2.437348	-1.640355	-4.589116	-0.636101	-5.307613	-3.485573	-5.318934	-5.318934	-0.3886448	-2.545571	-1.770554	-1.81645	-0.6163714	-0.6888919	-5.307613	-1.176616	-1.308319	-1.395825	-4.543831	-1.765168	0.03187511	0.505815	0.5002793	-4.186523	1.877007	-5.318934	-2.523498	-0.9018657	-3.634883	-3.771598	-0.7593404	-3.446261	-3.153192	-0.2738354	-5.307613	-3.462847	-2.948361	-2.508647	-5.262329	-4.163881	-0.5768463	-3.78033	-1.642945	-4.048578	-0.0447588	-3.485573	-5.284971	-2.821448	-2.545571	-5.318934	-2.620912	0.3723206	-5.307613	-2.16288	-4.611758	-3.233107	0.5611506
-4.15256	1.516699	-5.318934	-3.07602	-5.318934	-5.318934	-2.803267	-2.064206	-5.318934	-5.284971	-4.0162	-5.318934	0.4473556	-4.0162	-5.318934	-3.771598	-1.897214	-2.332532	-4.951393	0.6047604	-1.325421	-2.724454	-0.4489977	-5.318934	-2.108072	-1.788579	-1.005255	-5.307613	-3.446261	-2.129089	-3.066495	-2.206726	-5.318934	-3.163594	0.4437057	-1.298647	-2.984763	-2.950951	-3.902778	-3.066495	0.1773432	-5.318934	-5.307613	-3.485573	-1.500887	0.7218326	0.03825274	-2.316847	1.193155	-4.736291	-1.456272	-5.262329	-3.451525	-1.655281	-5.307613	-5.262329	-2.561228	-1.689448	-3.485573	-5.284971	0.3265765	-5.307613	-4.231015	-5.307613	1.417388	-3.691178	1.824586	0.07278464	-5.27365	-5.318934
-3.376284	0.5644243	1.086146	-5.307613	-5.318934	-5.318934	-5.318934	3.086664	-2.11014	-5.284971	3.510495	-4.770255	4.474787	4.298669	-3.233107	5.012185	3.097541	-5.307613	-3.163594	4.614277	1.840179	-3.85908	-3.353558	-4.09754	-5.307613	-2.88221	2.756232	-5.307613	0.8136415	2.058061	-0.8438868	-2.206726	-3.055696	-0.426834	-5.262329	-2.865751	-5.318934	-1.308319	1.897259	3.708986	0.5000217	3.5197	-3.771598	-2.410261	-5.307613	-0.02294862	-3.85908	-3.096072	1.064611	-4.736291	-5.307613	-5.262329	1.567983	1.556532	6.32001	-5.262329	-1.030116	4.27791	-3.485573	-5.284971	-3.935155	-5.307613	0.6171492	-5.307613	2.481763	2.55086	3.903208	3.304679	0.5667901	5.448177
