"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70"
"1",1,0,0.440366972477064,0.164869029275809,0,0,0,0,0.324193548387097,0,0.6848,0,0,0,0,0.0470957613814757,0,0.625585023400936,0.875786163522013,0.677914110429448,0.645161290322581,0,0.00328947368421053,0,0,0,0.0211800302571861,0.0187207488299532,0,0,0.0649546827794562,0.00161290322580645,0,0,0,0,0,0,0.618238021638331,0.00155763239875389,0.00161812297734628,0.362068965517241,0.054858934169279,0,0,0.160513643659711,0,0.0606060606060606,0.47239263803681,0.758508914100486,0.00160513643659711,0.0015625,0.416938110749186,0,0,0,0.702572347266881,0,0.382175226586103,0,0,0,0.98116169544741,0,0,0.682539682539683,0.520249221183801,0,0,0.0111111111111111
"2",0,1,0,0.0015748031496063,0,0.00940438871473354,0.157556270096463,0.252713178294574,0,0,0,0.130645161290323,0.31733746130031,0,0,0,0.6328125,0,0,0,0,0.645801526717557,0,0,0.144927536231884,0.642072213500785,0.200927357032458,0,0.00328947368421053,0.363914373088685,0.0109204368174727,0,0.0295489891135303,0.0221169036334913,0.920583468395462,0.923197492163009,0.00158478605388273,0.363779527559055,0,0,0,0,0,0.137658227848101,0,0.00160513643659711,0.0946372239747634,0,0,0,0,0,0,0.974960876369327,0,0,0,0.481012658227848,0,0,0.347003154574132,0.00461538461538462,0,0,0.339837398373984,0,0,0.32753164556962,0,0.0747967479674797
"3",0.440366972477064,0,1,0.0443425076452599,0.00618238021638331,0,0,0,0.0660225442834139,0.0389408099688473,0.169544740973312,0,0,0.004739336492891,0,0.479623824451411,0,0.165109034267913,0.503875968992248,0.184848484848485,0.181672025723473,0,0.00160771704180064,0,0,0,0,0.078125,0,0,0.0165413533834586,0.00811688311688312,0,0,0,0,0,0,0.542372881355932,0.400928792569659,0,0.996889580093313,0.0893682588597843,0,0.0415335463258786,0.0443740095087163,0,0.476947535771065,0.0444104134762634,0.1872,0.0944,0.0644654088050314,0.1808,0,0.00625978090766823,0,0.558213716108453,0,0.886877828054299,0.0494590417310665,0,0,0.384732824427481,0.036979969183359,0,0.185647425897036,0.175465838509317,0,0.0423197492163009,0
"4",0.164869029275809,0.0015748031496063,0.0443425076452599,1,0.00460122699386503,0.263318112633181,0.319314641744548,0.138138138138138,0.673076923076923,0,0.255485893416928,0.0590111642743222,0,0.026813880126183,0.00950871632329636,0.086286594761171,0.00764525993883792,0.27639751552795,0.1921875,0.291916167664671,0.241214057507987,0.00451127819548872,0.0110410094637224,0.00457317073170732,0.217322834645669,0.00459418070444104,0.149546827794562,0.015527950310559,0.00313479623824451,0,0.783661119515885,0.0161812297734628,0.00894187779433681,0.0030441400304414,0,0,0.0184615384615385,0,0.410138248847926,0.0383435582822086,0.017515923566879,0.0727554179566563,0.0448916408668731,0.21969696969697,0,0.8125,0.466666666666667,0.0264385692068429,0.516923076923077,0.256778309409888,0,0,0.586816720257235,0.0138461538461538,0.049306625577812,0,0.330143540669856,0,0.181679389312977,0,0,0.0106707317073171,0.164086687306502,0,0,0.242283950617284,0.346907993966817,0,0,0.621283255086072
"5",0,0,0.00618238021638331,0.00460122699386503,1,0.0197268588770865,0,0.0942249240121581,0.101449275362319,0.459752321981424,0,0.0111111111111111,0,0.965354330708661,0.697262479871176,0.325984251968504,0,0,0,0,0,0,0.683279742765273,0.66973886328725,0.00475435816164818,0,0,0.354037267080745,0.118122977346278,0,0.0609756097560976,0.568144499178982,0.0562310030395137,0.054773082942097,0,0,0.223270440251572,0,0.00918836140888208,0.372093023255814,0.679425837320574,0.015600624024961,0.317757009345794,0,0.657097288676236,0.028391167192429,0.00154083204930663,0.12792511700468,0,0,0.36984126984127,0.425233644859813,0,0,0.938871473354232,0.493730407523511,0.00476947535771065,0,0.00457317073170732,0.452418096723869,0,0.199400299850075,0,0.7398753894081,0,0,0,0,0.570522979397781,0.00636942675159236
"6",0,0.00940438871473354,0,0.263318112633181,0.0197268588770865,1,0.812206572769953,0.478063540090772,0.130781499202552,0,0,0.752351097178683,0,0.0263975155279503,0.0924764890282132,0,0.298780487804878,0,0,0,0,0.29806259314456,0.0689102564102564,0.0729483282674772,0.852255054432348,0.308955223880597,0,0,0.591263650546022,0,0.461305007587253,0.00796178343949045,0.686363636363636,0.656923076923077,0,0,0.588597842835131,0,0.0475482912332838,0,0.0846394984326019,0,0,0.853474320241692,0,0.313846153846154,0.731523378582202,0,0.0643712574850299,0,0,0,0.00793650793650794,0.0439393939393939,0.024653312788906,0.200927357032458,0.0110410094637224,0,0.0148809523809524,0,0,0.576168929110106,0,0,0,0,0,0,0,0.456521739130435
"7",0,0.157556270096463,0,0.319314641744548,0,0.812206572769953,1,0.604651162790698,0.142148760330579,0,0.00160771704180064,0.739703459637562,0,0.00327868852459016,0.0195758564437194,0,0.454968944099379,0,0,0.00156739811912226,0,0.46583850931677,0.00830564784053156,0.00961538461538462,0.975649350649351,0.460191082802548,0.0229709035222052,0,0.355987055016181,0,0.480499219968799,0,0.489096573208723,0.459119496855346,0.0470016207455429,0.0420560747663551,0.3296,0,0.00946372239747634,0,0.0197368421052632,0,0,0.958860759493671,0,0.360975609756098,0.827639751552795,0,0.080188679245283,0.00165016501650165,0,0,0.0183946488294314,0.224137931034483,0.0016,0.0551053484602917,0,0.00318471337579618,0.0015625,0,0,0.349085365853659,0,0,0,0.00159235668789809,0.0047244094488189,0,0,0.567699836867863
"8",0,0.252713178294574,0,0.138138138138138,0.0942249240121581,0.478063540090772,0.604651162790698,1,0.1287284144427,0,0,0.759493670886076,0,0.140432098765432,0.105666156202144,0.080370942812983,0.59606656580938,0,0,0,0,0.605571847507331,0.0768025078369906,0.0947368421052632,0.636080870917574,0.642533936651584,0,0,0.412576687116564,0,0.359351988217968,0.00477707006369427,0.542772861356932,0.512158054711246,0.0938461538461538,0.106128550074738,0.305936073059361,0,0.0225903614457831,0.0407239819004525,0.111975116640746,0.00151515151515152,0,0.637313432835821,0.00155763239875389,0.1828125,0.508221225710015,0,0.00151285930408472,0,0,0,0.0126382306477093,0.334848484848485,0.162576687116564,0.127300613496933,0,0.00606980273141123,0.0029585798816568,0,0,0.344311377245509,0,0.0269461077844311,0,0,0,0,0,0.400621118012422
"9",0.324193548387097,0,0.0660225442834139,0.673076923076923,0.101449275362319,0.130781499202552,0.142148760330579,0.1287284144427,1,0.0295081967213115,0.277777777777778,0.0394088669950739,0,0.114942528735632,0.191489361702128,0.0746753246753247,0.00159235668789809,0.26550079491256,0.355048859934853,0.267295597484277,0.253333333333333,0,0.197693574958814,0.168810289389068,0.0788590604026846,0,0.0897637795275591,0.0843949044585987,0.0309951060358891,0,0.681889763779528,0.165837479270315,0.014218009478673,0.0144694533762058,0,0,0.0738362760834671,0,0.526742301458671,0.0224358974358974,0.202635914332784,0.106451612903226,0.143769968051118,0.0968253968253968,0.0263157894736842,0.80577849117175,0.288431061806656,0.060655737704918,0.46422893481717,0.263959390862944,0.0276872964169381,0.0145395799676898,0.521739130434783,0.00318979266347687,0.0996732026143791,0.111111111111111,0.51888341543514,0,0.244131455399061,0.0272873194221509,0,0.0605095541401274,0.286407766990291,0.0221518987341772,0,0.220064724919094,0.28594249201278,0,0.0212071778140294,0.45718901453958
"10",0,0,0.0389408099688473,0,0.459752321981424,0,0,0,0.0295081967213115,1,0.0016025641025641,0,0,0.416666666666667,0.320512820512821,0.273865414710485,0,0,0.032967032967033,0.00153139356814701,0.00159744408945687,0,0.368167202572347,0.354489164086687,0,0,0,0.939346811819596,0.00159235668789809,0,0.00151975683890578,0.606109324758842,0,0,0,0,0.0201550387596899,0,0.00156494522691706,0.38366718027735,0.336569579288026,0.0500782472613459,0.875993640699523,0,0.782747603833866,0.00160513643659711,0,0.521809369951535,0,0.00161290322580645,0.938808373590982,0.982539682539682,0.00165562913907285,0,0.383886255924171,0.168253968253968,0.00317460317460317,0,0.0197568389057751,0.998427672955975,0,0.00934579439252336,0.0015600624024961,0.728682170542636,0,0,0,0,0.859872611464968,0
