gene	gene_cluster	PID_1	PID_2	PID_3	PID_4	PID_5	PID_6	PID_7	PID_8	PID_9	PID_10	PID_11	PID_12	PID_13	PID_14	PID_16	PID_17	PID_18	PID_20	PID_21	PID_22	PID_23	PID_24	PID_25	PID_26	PID_27	PID_28	PID_29	PID_30	PID_31	PID_32	PID_33	PID_34	PID_35	PID_36	PID_37	PID_38	PID_39	PID_40	PID_41	PID_42	PID_43	PID_44	PID_45	PID_46	PID_48	PID_49	PID_50	PID_51	PID_52	PID_54	PID_55	PID_56	PID_57	PID_58	PID_59	PID_60	PID_61	PID_62	PID_65	PID_66	PID_67	PID_68	PID_69	PID_70	PID_71	PID_72	PID_73	PID_74	PID_76	PID_78
RP11-767I20.1	MO2	-1.02825259334096	-1.02825259334096	-1.02825259334096	-1.02211747959433	0.861198237860807	-0.490618068436468	-1.02825259334096	0.948096723816143	1.19529720751744	-1.00984725210106	0.17824697846642	1.82747738485523	-0.529852231940474	0.816491190890034	1.74249928000378	-1.02825259334096	1.64229923231163	-1.02211747959433	-0.829073559549615	0.534466715548534	-1.02825259334096	2.1926634814805	0.0368304660094324	0.642774423628643	1.63014513898282	2.67825136692779	0.0973741377499167	0.796625908263907	1.68492106678577	-0.411505394617684	-0.517582004447205	-0.608206213130932	1.87044450576376	1.45883310219924	0.134162601374181	0.301184448113894	1.23782138741186	-0.322270677290407	-0.260804652083199	-0.602071099384297	1.23861584697837	-0.496753182183102	-1.02211747959433	0.548025094740041	-0.0134074502218432	0.145413471128962	-0.237123687459894	-0.168411063805553	-0.0223957901742929	-0.234271003177385	-0.0759166777930002	-0.997577024607789	-1.02825259334096	-1.02825259334096	-1.02211747959433	1.6313230092883	0.0368304660094324	-0.363498034713689	-0.0347115392252618	-1.00984725210106	-1.02825259334096	0.474697452212249	-0.438683932257576	-0.209140393710669	-1.02825259334096	-1.02211747959433	-0.246111485489037	-1.02825259334096	-1.00371213835442	-1.02825259334096
RP11-267D19.2	MO3	-0.291411118949342	-1.03750414546509	-0.298652809138925	-0.0846266737407786	-0.0566744276578883	0.0665340938937562	-0.204185884937192	-1.03750414546509	-1.03750414546509	0.263317317822032	-0.831367045055737	-0.686531322257753	-1.03750414546509	1.00211492197119	-1.03750414546509	-0.0477216234980609	-1.03026245527551	0.676528633394536	0.826071039031045	-1.03750414546509	-1.03750414546509	-1.03750414546509	-1.03750414546509	0.484462966673942	0.770536275416592	-1.03750414546509	0.581148901852414	2.92638047246584	0.724198029764831	-1.02302076508592	0.104507390988925	0.953278130088483	0.205148398196564	-0.114290033793913	-1.00129569451717	-1.03026245527551	2.75248114305715	-1.03750414546509	-1.03750414546509	0.591704076290919	0.455592156231698	0.0397306929288318	-0.0477216234980609	1.05167006188701	0.160386296403749	0.347853384308609	1.90840435738752	-0.0225749646575973	-1.03750414546509	-1.03750414546509	1.43332012015415	1.8131228150022	-1.03750414546509	-1.03750414546509	0.381077780426174	0.761471529221328	-0.224897080499273	-0.252849326582163	0.135239637563285	1.97295723534362	-1.03750414546509	1.29036118553885	-0.341596332607476	-1.03026245527551	-1.03750414546509	0.980499874431553	0.589486344651728	-1.03750414546509	1.25470284973651	0.82849474401544
RP11-150C16.1	MO1	-1.14249776262231	-0.237227901135971	-1.14249776262231	0.595430017937026	0.548174079255892	-0.0599184006032186	-1.14249776262231	-0.410906334121271	-1.14249776262231	1.58538303587324	-0.940367290421259	-0.230126965619524	0.182681947090872	-1.14249776262231	0.687232237015479	-0.171953362103193	-1.13539682710587	-1.13539682710587	0.397523351033009	-0.533930465327821	-0.284945485302495	-0.713134217716388	-0.35559041651722	0.609602408891369	-1.13539682710587	0.622591206053685	0.160331029663695	1.1665726691292	-0.449713407736903	2.24798753668375	-1.14249776262231	0.809590243893925	-0.812548569418072	-1.14249776262231	-1.10699308504008	-1.13539682710587	-1.14249776262231	1.92788240030511	-0.254234143045469	-0.223523428024157	0.725583937502859	-1.14249776262231	1.12603567941478	0.38509028471316	1.68085690464984	2.17933340771828	-0.22682519682184	1.05936679539012	-0.335779176495404	-0.223523428024157	0.837740582731319	0.600838044261803	-0.418007269637718	-1.14249776262231	0.549797992519038	0.194132762282839	-1.14249776262231	1.60228233409353	2.06290360628681	0.116570675615824	-1.14249776262231	0.270312421436538	-1.14249776262231	0.243035194712817	-0.318275536664827	-1.13539682710587	-0.237227901135971	0.605384248715756	2.11246413442776	1.18149586123302
RP11-256L6.3	MO3	1.47931212588723	-0.142042143955133	-1.3345798978758	0.170720769464369	-0.654663991132024	1.58941722910747	1.05807069456063	-1.3345798978758	1.17005614434406	1.31178127924493	0.379795775459985	-0.301623773554764	-1.3345798978758	-0.423980169109017	-0.0410604378818016	-1.3345798978758	0.0302608047573976	0.514197272355616	1.20186547265856	-0.0559057459295113	0.679794668277147	-1.3345798978758	0.413938786731696	-1.3345798978758	0.741888886167328	-0.0867581263274782	-0.413550895675458	0.715435690366909	1.23701438557925	-0.517756719399104	0.27035624789551	0.593883262315309	0.362561312426731	1.57646488739853	-1.30948002446141	-1.32955992319292	1.04837981102564	-1.3345798978758	-1.3345798978758	-1.3345798978758	0.269975348836011	-1.3345798978758	1.64555084230905	1.0140738024486	0.817311334163117	-0.374243354315284	-0.687249262711043	-1.32955992319292	0.751315627955227	0.891549447702542	-1.32955992319292	0.377334342771648	0.112497310782672	-1.3345798978758	-1.32955992319292	1.46170314906392	0.567174167973287	-0.790653380381633	0.931464299134765	1.21822976536078	-1.3345798978758	1.56378480648416	0.707713992890521	0.258231774107508	-0.427055297138853	0.0643102540948188	0.161055067835766	-1.3345798978758	-1.31449999914429	0.84983084633524
RP11-497G19.1	MO4	1.66449374260893	-1.17083070437213	1.25937215278162	-0.132816218520228	-0.220441328855367	1.1266897569857	0.514203990078076	-0.631035996273191	-0.048727804955844	-1.15511272054262	-0.140491711315696	-1.17083070437213	-0.745201604699043	-0.00658687354330786	0.179210497009919	-0.0609368598510646	-1.16559137642896	-0.47131678933358	-0.322356230631305	0.616798741050067	0.130719524195718	-1.17083070437213	1.20096362875247	-0.267736896309864	-0.445814808326558	-1.17083070437213	-0.545773003226449	-1.16559137642896	-0.0873732285550445	-0.644134547529756	-0.344590862881258	0.618456480886869	-1.17083070437213	-0.50288974498582	-1.14463406465628	-1.16559137642896	-0.646753980102704	-1.17083070437213	0.236589491478444	-1.17083070437213	-0.0905827276528177	1.15146190669104	1.09126267191222	1.13916297656513	0.351275284040691	2.94302193564421	0.663179358293129	1.01681099343263	1.35387022841468	2.36871921157896	2.38478059098606	-1.14463406465628	1.14833006497591	1.31570271704883	-0.144493519347195	-1.14463406465628	0.341358926842712	-0.60313672538492	1.19423076144544	0.26404586537514	-0.530421554838239	-1.16559137642896	-0.278254889964528	-0.47131678933358	-1.17083070437213	0.412253452912011	0.289782484600269	-0.0355042984351987	1.23079831784217	-1.17083070437213
RP11-274M17.1	MO2	0.800852697755171	-0.940263854736282	1.89285976192213	-0.936334236876855	1.59824949725661	0.710765800475046	-0.940263854736282	-0.940263854736282	0.0214956245693785	-0.928475001158	1.1776176270174	-0.940263854736282	2.21215049815897	-0.940263854736282	-0.940263854736282	0.855042062086018	-0.936334236876855	-0.936334236876855	1.5548688903122	1.02139245999571	1.41220928758121	-0.702656478871301	-0.940263854736282	-0.940263854736282	-0.936334236876855	-0.504793746071435	0.600556871646635	1.59166901007535	-0.55688088112891	-0.545229482605158	0.778671478415234	-0.671218841778434	-0.757671823120733	-0.940263854736282	-0.920615765439145	-0.936334236876855	-0.29024272006023	0.615632601860928	1.28299528836606	-0.940263854736282	-0.940263854736282	1.24590620059054	-0.168689063265332	-0.936334236876855	-0.936334236876855	-0.188515913555103	-0.433535796211717	0.859070085268575	0.953320586398679	1.1565389291161	-0.330280669996753	1.57593804272359	-0.539334882261655	-0.940263854736282	0.839456741554666	-0.200580024351169	-0.118316298193521	-0.514480162111111	2.05322052111981	-0.928475001158	0.697105892033284	-0.936334236876855	0.752616733985598	-0.936334236876855	1.0220250656444	0.247086096424698	-0.439292594391966	1.78495442013763	-0.924545383298573	-0.940263854736282
RP11-168L7.1	MO3	-0.583385028311224	-1.08491864156655	1.10082702554666	-0.120479479993198	1.08718048363949	0.133847245480513	0.286140307118294	-0.0843556990708014	0.199215766173105	1.32477391356087	0.0115905422378303	-1.08491864156655	-1.08491864156655	-0.201893650119193	1.36599406725137	-1.08491864156655	-1.08005068151629	0.901153288741471	-0.531882518372168	-1.08491864156655	0.829789407198708	-0.457190441653623	0.409019641414133	0.440862833846083	0.295732179288701	-0.545463873216043	-1.08491864156655	-1.08005068151629	0.6962525040459	-1.08491864156655	-1.08491864156655	1.9741911308153	0.894087759268997	0.789550671405805	-1.06057884131524	-1.08005068151629	-0.597988908462008	-1.08491864156655	-1.08491864156655	1.89559944013193	-1.08491864156655	-1.08491864156655	1.11970246431765	0.553587004065689	1.79683157936832	-0.153662963165954	-0.457190441653623	0.205960219259259	1.2370757836317	0.564890251644633	1.31056343475714	-1.06057884131524	-1.08491864156655	-0.489902221604478	0.235588513518	1.60089440287094	-0.538673410791016	-0.557463280791574	2.45631525297366	1.70998142735421	-1.08491864156655	-1.08005068151629	-1.08491864156655	1.10983010717765	-1.08491864156655	0.385955202836625	0.272165077934163	-1.08491864156655	0.576988127805229	0.432372175851872
DIO3OS	MO2	-0.634643771804421	1.59181186606191	-1.21778790501969	0.838713313332967	-0.199450756864424	-0.527588503797247	-0.21199559299611	0.640944624272147	-0.0578038597579155	1.29383436051828	-0.161737726715826	0.549173418390682	-1.30217727726544	0.132865351287795	1.02909306953104	-1.63192848488743	1.50088403401001	0.12769758011912	-1.50014782818581	-1.63192848488743	-0.24805894922674	0.167240776654781	-0.386220305133781	-0.630375271914524	1.16586828343268	1.03062012043663	0.131759772168895	-1.6278693763403	1.37480642302437	-0.173707453748529	0.00165130612553441	0.0525369161779507	0.695206741436124	0.651391244414276	0.744618078674826	0.812942402111947	0.182197019423133	-1.44737869997955	-1.63192848488743	1.35026030773984	-0.0482026930169102	-0.736462822055017	-0.834928383899883	0.821336700257455	1.69635838197084	0.533969168787064	0.288873783894501	-1.6278693763403	1.5197891321784	0.395710861819944	1.24950434881	-1.6116329421518	-1.21778790501969	-0.598744988564087	-1.08026691373284	1.57229867248712	-0.782895710861515	1.66540288373529	-0.974582728764634	-0.680653575363538	-0.153838223181663	-0.0891384495460512	-0.6337151355411	-0.104249405267153	0.0114129584230889	-1.6278693763403	0.0750415017251391	1.2282593740955	-0.6360023057047	1.5374948912345
RP11-371E8.2	MO1	-0.125266456618225	0.0834391616116909	-1.00440406024884	0.118392142467885	1.74375889064053	1.31713474397421	-0.022487070562748	-1.00440406024884	1.24655343516659	0.528382098236149	-0.761508241587257	0.0919722023093594	-0.31120247618761	0.891743708745172	0.921954938958399	0.161878164021748	-0.995871019551174	-0.995871019551174	0.377465388255525	-1.00440406024884	-1.00440406024884	-1.00440406024884	-0.058794514287391	1.31974869902584	0.176394357891229	-1.00440406024884	-1.00440406024884	2.10951285793556	-1.00440406024884	-1.00440406024884	-1.00440406024884	1.90972167061557	0.0505024234784243	0.0834391616116909	-0.961738856760501	0.36953005988656	-1.00440406024884	-1.00440406024884	0.0630031283605752	0.0999075306783243	0.437388121980932	0.264925126214286	-0.995871019551174	-0.995871019551174	2.0118875158948	0.627992779840341	1.98255966380168	0.19150901782501	-1.00440406024884	0.0999075306783243	0.320155102110554	1.0905248903647	-1.00440406024884	-1.00440406024884	-0.995871019551174	1.47710758715707	-1.00440406024884	-0.07982825986721	3.17959309446744	0.995362002520507	-1.00440406024884	0.693339394924322	-1.00440406024884	0.134860511534518	-0.0139540298650793	0.222493580761125	0.0834391616116909	-1.00440406024884	-0.970271897458169	-0.109395799880295
RP11-300J18.1	MO3	-0.34841245689358	-1.10872995500598	-0.355792211925954	-1.1013501999736	-1.10872995500598	1.15867419301968	1.56778744777573	-1.10872995500598	1.56591529368573	1.3470401423996	-0.259524249472456	-0.751065737056322	-1.10872995500598	-0.259524249472456	1.59646165185347	-1.10872995500598	0.568503038849973	0.637981336736252	0.49176036590135	-0.476267152837824	1.30961661652657	-1.10872995500598	-1.10872995500598	1.52289290587708	0.40979626041061	-1.10872995500598	-1.10872995500598	0.845753284465587	1.30961661652657	-1.09397044494123	0.982968098995633	-0.603468028951887	1.5169622450446	1.17795764089246	-1.07183117984411	-1.1013501999736	0.658461607349019	0.266222510244065	-1.10872995500598	-1.10872995500598	0.994536733617976	-1.10872995500598	0.34027428762042	-1.1013501999736	0.792844723631504	0.303039802376252	-0.157103340481497	-1.1013501999736	-1.10872995500598	0.650014098695673	-1.1013501999736	1.79624500335264	1.01858661279512	0.250946071839004	-1.1013501999736	1.03739224418183	0.434873477626	-0.309115473202064	0.0863725152624303	2.03122895848865	-1.10872995500598	1.39235578859566	-1.10872995500598	-1.1013501999736	-0.252144494440081	-0.0476540312821597	0.266222510244065	-0.64774721101037	0.250946071839004	0.393770829996699
LINC01146	MO3	-0.844368610053167	-0.861042217312153	-0.556404086064781	-0.947745251513029	-0.32218000351374	1.2542576313845	0.968996726562025	-0.966191280343718	0.844586847142332	0.612337009504486	0.0665783240888849	0.143339244107014	-2.1512900338878	-0.424775602937311	1.17117095216254	-0.805575989203492	0.10343808938553	0.107877895727059	1.04151907680422	0.0753630287243715	0.795118094845239	-0.236561917944138	0.0188635985298758	1.04016437272272	0.893594842527985	-0.649026109878549	-0.681853464581431	1.19841389371782	1.4954642683333	-1.01794227582789	0.683774415053501	1.02849974048606	0.845601693775481	1.25698594239515	-0.864600694134426	-0.733745483185245	0.770019051260799	-0.857885961583102	-1.10921239160636	-2.67360170584161	0.971981407443917	-1.6531279312334	0.823620438625127	0.835334690836862	1.16277887542509	0.366175857425049	1.11117567658098	-0.608217539708054	1.01047430001556	0.37171124131156	-2.29125144359195	0.950143105078907	0.377992106252223	-0.731723981152929	-1.25436554717914	1.5942915063162	0.290898023328704	-1.05202442518626	-0.33080915346545	0.773715739404131	-1.99976953284637	0.955595001388302	0.138660001695266	0.455238593169332	-1.2147495104097	-0.327249117158246	0.677381708264249	-1.17906337566645	0.161748648670383	-0.0985270234628697
